SO2,NO2,O3,PM2.5,,PM10,Cluster,
10.95023,26.92924,36.69749,30.84333,66.37436,2,,
13.35219,23.56902,40.86092,27.95833,65.105,2,,
7.020622,20.66096,41.99137,18.99117,38.35967,1,,
12.02897,26.94103,33.35105,22.95117,40.97992,2,,
14.25889,25.04042,29.33689,27.53469,44.34362,2,,
7.390474,24.90464,29.82535,26.81417,42.69899,2,,
10.59797,27.07605,30.3152,27.07167,42.342,2,,
18.92333,21.72144,38.66301,21.36366,38.78467,2,,
12.04089,22.96468,32.28504,22.79419,40.50267,1,,
10.67653,23.20641,32.75875,22.56838,34.00283,1,,
20.04545,27.97149,29.13746,29.23817,48.02767,2,,
14.59699,25.72734,36.11653,35.71168,59.71867,2,,
16.8165,33.20105,39.86318,37.61713,65.469,2,,
19.27393,36.55428,49.05615,39.27193,67.76167,2,,
12.44597,32.06053,39.51705,36.57667,65.146,2,,
12.48398,30.9783,35.58709,38.20567,75.251,2,,
14.13909,29.96002,41.61707,41.29217,77.37867,2,,
20.61901,34.39046,38.87182,41.85567,85.32883,0,,
22.02725,33.39881,38.96856,43.27883,87.25583,0,,
15.97093,34.2278,39.8526,42.96883,87.58633,0,,
19.02007,38.32226,33.05316,48.46833,100.0649,0,,
24.45353,42.11552,26.57915,41.02483,91.70283,0,,
16.75685,37.73523,34.1169,38.17483,81.98117,0,,
14.28658,30.97736,39.68609,38.14883,69.46883,2,,
13.0166,31.83581,41.56505,34.41883,72.72783,2,,
9.262366,23.64877,31.94265,36.80083,62.66683,2,,
26.99225,45.895,22.09266,55.74462,97.66383,0,,
19.70816,43.27767,29.14089,55.74462,100.0649,0,,
11.01408,37.84555,25.98008,55.22617,100.0649,0,,
10.23649,32.64567,26.65207,46.6235,95.61,0,,
8.245458,20.43626,26.83552,31.023,61.78933,2,,
25.9704,30.91249,21.15253,27.61567,57.69833,2,,
17.1662,40.13254,28.65267,40.9905,86.15383,0,,
14.00002,36.10704,29.52479,53.73867,95.90983,0,,
23.31597,35.26802,26.06869,55.74462,100.0649,0,,
25.13003,53.15813,35.14401,55.74462,100.0649,0,,
22.46175,46.30661,42.59413,55.74462,92.79867,0,,
27.48662,50.24404,41.07683,55.74462,95.47683,0,,
27.57238,52.41035,30.74778,55.74462,100.0649,0,,
22.18724,48.64,26.72989,55.74462,100.0649,0,,
20.60679,37.04826,29.65829,55.74462,100.0649,0,,
25.61502,44.83472,23.70969,54.60233,100.0649,0,,
13.10908,40.006,38.36691,54.56117,99.35383,0,,
18.51609,37.50384,23.62968,51.86933,89.96864,0,,
19.95671,30.86133,30.7564,34.34217,70.49196,2,,
,,,,,,,
20.21269,39.55037,35.80425,36.01697,69.74402,0,,
20.93799,39.35369,32.81091,42.8475,91.3165,0,,
10.66507,30.44602,33.59861,39.84933,90.95783,0,,
10.68685,33.11762,27.4699,41.88267,82.85633,0,,
4.961171,22.38181,31.08754,26.08133,69.436,2,,
3.664481,9.797912,31.78929,12.13717,22.46383,1,,
10.43256,18.38724,29.18863,19.34867,35.8585,1,,
21.353,43.01263,22.31274,52.861,84.71633,0,,
21.69331,48.48264,29.91687,55.74462,100.0649,0,,
33.29393,53.15813,22.45171,55.74462,100.0649,0,,
29.0941,53.15813,33.17317,55.74462,100.0649,0,,
14.14995,40.53722,27.35512,45.628,82.539,0,,
16.7265,42.25359,22.74601,55.74462,94.94933,0,,
16.29144,44.10115,16.53426,55.74462,94.5155,0,,
19.12922,47.10123,22.49945,51.697,90.04467,0,,
20.35797,44.9033,27.61117,47.185,95.47717,0,,
22.74665,44.15048,28.22953,45.8845,88.18033,0,,
16.66062,35.43813,33.90565,50.5825,97.2555,0,,
8.115001,26.38777,39.51572,30.13,81.18633,2,,
8.447114,25.03281,35.80096,26.80683,38.79372,1,,
4.855084,15.97151,34.10185,23.282,24.55182,1,,
5.818527,25.11491,22.40037,25.74133,35.53633,1,,
11.1545,35.19486,23.21069,39.3505,56.65717,2,,
11.03344,31.79393,27.01406,43.93433,64.022,2,,
28.19022,52.18965,19.00281,55.74462,95.14577,0,,
15.7363,44.40178,26.34076,55.74462,98.65356,0,,
14.73123,40.09033,27.09385,54.17683,84.29717,0,,
15.98268,38.26241,31.73043,43.60283,70.10711,0,,
20.71046,49.52711,35.98637,55.74462,89.32029,0,,
24.38369,53.15813,39.15602,55.74462,99.76259,0,,
19.25332,45.06989,37.43827,53.6985,94.27664,0,,
19.55306,48.6337,35.8935,55.74462,98.00396,0,,
11.67107,36.75621,46.06723,38.2435,69.18248,2,,
12.99627,27.90233,42.79949,31.33367,67.11657,2,,
29.62471,18.58153,39.96077,15.43183,20.599,1,,
20.82145,35.92226,24.8493,30.22283,56.14117,2,,
12.02602,35.96624,34.93571,46.26933,79.19583,0,,
15.80269,38.68449,33.19704,44.52283,82.54933,0,,
24.06301,41.18719,41.5451,42.91983,75.45717,0,,
11.45997,35.04894,50.33593,35.4715,79.76681,2,,
4.850312,12.64193,45.35847,20.74967,47.18283,1,,
3.526984,5.452842,43.8429,8.1985,21.16083,1,,
12.7414,15.65166,34.62429,12.3375,26.53833,1,,
24.82593,31.59072,28.77063,28.69632,50.88983,2,,
16.65616,34.8399,30.49348,28.1203,62.351,2,,
23.59554,46.27204,30.89624,53.71671,100.0649,0,,
20.03847,42.37096,38.57509,52.00369,92.44858,0,,
15.8053,32.51874,45.67651,42.15358,73.56333,2,,
7.758841,22.82793,46.24086,31.15764,59.91867,2,,
8.388644,30.95104,38.74893,29.64401,60.80733,2,,
8.123716,34.81764,41.81782,33.05133,77.54333,2,,
19.20381,38.45533,31.02795,43.44479,77.3112,0,,
,,,,,,,
17.06402,40.71,40.42473,47.02358,91.01218,0,,
11.61928,36.08447,34.69733,50.008,100.0649,0,,
8.819424,27.97234,35.2104,36.978,82.2165,2,,
11.28612,29.32984,38.52027,35.82664,70.70957,2,,
8.946432,39.02681,38.58965,47.66583,87.558,0,,
12.53146,41.07969,40.57881,46.13683,84.19394,0,,
5.614106,24.70623,42.0997,24.4905,52.88833,1,,
23.53927,53.15813,27.42085,50.09917,100.0649,0,,
28.5323,53.15813,35.29363,55.74462,100.0649,0,,
33.29393,53.15813,41.43428,55.74462,100.0649,0,,
22.69236,36.23083,57.93529,52.29367,100.0649,0,,
4.875219,12.09345,49.18647,20.0115,55.78683,1,,
5.726551,6.402766,42.49507,9.7395,19.38133,1,,
9.967428,15.59336,40.58062,18.3635,23.9485,1,,
5.841935,22.46719,35.14816,27.37533,41.01767,1,,
14.50162,30.62383,34.94,31.69867,53.759,2,,
6.895971,21.10477,55.2775,28.32267,82.58784,2,,
6.378104,8.223396,47.23475,21.33809,66.42667,1,,
16.21339,33.77568,36.99992,31.83211,56.09317,2,,
19.5575,44.77668,45.12508,54.33337,90.9842,0,,
16.46959,40.49813,59.70009,54.10233,100.0649,0,,
9.620753,17.77581,45.53226,16.60017,43.44531,1,,
33.29393,38.46987,39.9526,35.34733,93.26433,0,,
10.96328,26.33474,57.85237,36.2605,83.86567,2,,
10.39589,24.50157,58.1383,26.03333,61.93833,1,,
13.31795,42.09296,50.93402,40.731,92.49967,0,,
22.05096,47.67583,59.31086,47.25083,100.0649,0,,
19.88658,43.61867,55.05393,44.03637,100.0649,0,,
13.1102,45.57124,59.99495,45.29354,93.298,0,,
14.83725,48.9204,58.80237,45.56721,93.32933,0,,
11.83139,31.57473,79.62789,39.45733,96.104,2,,
17.53391,24.30945,47.17713,31.02631,89.29821,2,,
12.60381,33.56838,49.08069,34.79553,81.93354,2,,
15.19047,44.95782,44.6837,41.42108,94.20087,0,,
15.47296,48.64801,49.02563,44.32864,96.77252,0,,
16.16176,42.59498,65.66663,45.03157,95.76957,0,,
23.67521,37.31267,69.66846,40.50397,100.0649,0,,
8.734315,20.49191,57.00418,21.2105,78.8425,1,,
22.5088,31.83704,55.38551,33.404,75.95867,2,,
9.045943,23.80904,47.68262,20.9135,62.62117,1,,
14.00406,30.2437,46.03682,29.72233,89.61933,2,,
6.504472,21.41136,47.92488,23.5635,72.65883,1,,
11.93175,27.93948,40.82758,19.51689,34.56912,1,,
11.89511,30.60659,55.50814,22.5625,29.97228,1,,
10.581,36.67557,51.96277,36.61583,64.83401,2,,
10.74779,31.17043,61.60577,33.995,55.48964,2,,
8.149991,23.04826,53.86396,18.1575,38.56914,1,,
20.157,33.41984,51.51934,25.48262,51.35947,2,,
6.675999,27.05277,74.01684,24.67131,48.9425,1,,
7.240333,27.82127,69.88679,31.86847,76.44708,1,,
17.74883,26.36984,41.62129,29.545,74.53118,2,,
21.93966,25.48319,32.69018,21.3585,36.68,2,,
,,,,,,,
30.54058,26.16743,41.79289,18.53143,32.61703,2,,
27.91121,36.66555,45.65868,22.82424,55.58763,2,,
10.3899,31.44755,51.92129,25.34612,51.20748,2,,
8.526432,30.01758,54.70247,23.22067,49.70043,1,,
14.65051,33.70815,69.61015,30.88017,75.89067,2,,
14.84208,31.46359,76.94058,30.623,62.82533,2,,
6.809292,22.83969,86.12218,26.765,50.88817,1,,
7.445918,21.67356,46.36778,15.04469,23.39783,1,,
7.456931,22.07301,43.62569,15.37586,27.01649,1,,
19.92626,33.57949,50.04157,23.84247,40.47375,2,,
10.06113,30.01554,69.00814,25.31683,54.25333,1,,
11.91563,27.11791,81.11151,32.844,98.55217,2,,
6.237362,19.49384,84.92927,18.54833,55.40117,1,,
21.74413,18.85185,42.05915,10.98717,37.52767,1,,
11.23127,27.7618,42.74389,18.03167,32.60383,1,,
9.578417,38.52862,59.67841,25.764,55.81717,2,,
23.36425,46.80836,79.81984,34.9245,79.28917,0,,
22.65676,46.9651,80.621,39.87717,90.45267,0,,
16.72666,42.39713,67.98756,33.4975,78.20733,2,,
14.40909,42.89391,71.19906,36.3115,82.52467,2,,
16.01829,36.2561,86.20955,36.661,77.06567,2,,
12.01034,30.13295,86.20955,19.59617,51.76917,1,,
10.84981,21.14523,82.15007,36.7485,78.2915,1,,
7.630523,21.50165,64.72603,39.0155,66.37967,1,,
10.86028,20.83663,79.59879,31.54933,46.41192,1,,
12.44286,27.76425,76.54164,41.55717,56.98533,2,,
5.684812,19.99479,67.98952,19.694,26.7825,1,,
19.75757,27.4455,66.76654,41.47849,53.38235,2,,
11.22254,21.86963,71.68646,44.96242,51.18528,1,,
6.333819,28.67351,57.52411,31.54517,44.18997,1,,
8.471133,24.21139,77.80714,28.19583,42.17528,1,,
9.39336,21.90228,86.20955,17.90767,31.29337,1,,
3.424417,18.40955,72.42434,12.76817,24.88029,1,,
12.26523,27.88889,65.32085,19.91573,44.20829,1,,
8.39602,22.26977,67.19793,23.26643,43.39472,1,,
4.753834,20.61796,84.80828,21.59922,34.81067,1,,
4.38503,21.47935,61.76173,20.30991,34.16542,1,,
11.99637,27.13642,51.00694,25.95517,53.12764,2,,
8.769231,22.73108,41.90775,18.57008,37.40997,1,,
3.57674,18.2112,46.74805,14.33944,29.47255,1,,
3.872219,27.90382,51.47587,22.27733,39.9705,1,,
8.330595,26.85137,50.742,38.19183,51.757,2,,
5.894979,19.79565,64.78502,18.9925,30.40051,1,,
7.820948,21.90969,60.22205,17.88552,30.65957,1,,
5.751415,18.71481,62.26775,13.89668,40.3757,1,,
10.21302,19.148,48.76377,10.00883,31.68917,1,,
30.61287,30.40978,40.65938,24.2395,40.2185,2,,
12.89372,30.53987,52.22321,22.38417,44.6635,1,,
11.59352,20.94153,61.59437,17.80483,38.32417,1,,
11.66729,25.4185,54.93287,19.18567,39.739,1,,
8.065231,24.82101,61.81761,16.365,45.14467,1,,
5.176343,28.1435,58.33119,23.009,54.84517,1,,
,,,,,,,
21.07374,30.30394,60.45228,31.76883,74.51833,2,,
33.29393,34.41343,34.67542,23.38683,39.07283,2,,
10.75248,24.41049,52.59094,15.6515,30.44967,1,,
10.60277,29.42801,66.00494,24.305,39.22357,1,,
6.872839,27.96422,78.51837,23.2085,37.09861,1,,
4.515115,21.12165,74.31442,24.31192,37.32141,1,,
7.849623,31.12771,69.85998,28.91817,51.22568,1,,
21.72144,40.78727,81.7109,28.20383,48.07437,2,,
7.125546,36.7934,79.444,20.68823,32.12409,1,,
6.709169,33.95606,80.35842,25.07916,46.23498,1,,
6.051433,34.29518,82.34169,17.78317,34.84171,1,,
13.11806,28.00054,70.75826,27.40517,40.90828,1,,
5.44869,29.33569,56.91065,20.47133,37.55017,1,,
7.579458,37.86968,59.45507,21.97367,53.03727,1,,
6.739284,34.21087,61.30231,25.3465,56.81119,1,,
12.78504,24.9228,81.56898,18.493,41.79609,1,,
7.413562,22.33542,85.67857,21.44981,33.98708,1,,
6.22616,18.93709,75.54812,23.85977,29.76411,1,,
3.80982,19.3085,57.65525,16.36483,25.21157,1,,
8.715984,27.90401,53.5713,24.198,54.66267,1,,
16.02528,29.59645,68.61214,28.37017,53.837,1,,
7.017305,16.86865,68.18566,20.11783,38.73717,1,,
8.374241,19.57092,67.06633,16.681,36.69217,1,,
14.35628,28.26757,64.45222,24.13517,64.51017,1,,
17.86524,22.15735,44.95192,22.31305,39.88314,1,,
5.241375,13.90876,52.05053,22.68354,34.28365,1,,
3.904516,16.54897,60.53712,16.79267,28.1445,1,,
7.060514,32.22162,53.51407,24.14467,38.83833,1,,
10.44347,21.51002,71.51233,19.1645,31.15583,1,,
9.346223,20.1219,74.07505,21.39667,34.09917,1,,
6.849707,25.48256,71.74123,17.5385,49.46617,1,,
11.11823,23.45915,71.86516,15.46017,35.0255,1,,
21.34303,23.70456,79.96176,17.30383,34.76817,1,,
13.3149,20.22596,86.20955,15.46833,34.0355,1,,
14.91799,21.33702,67.95224,15.235,22.92933,1,,
24.79713,22.91036,28.51468,20.0465,33.9435,2,,
16.09162,18.39812,40.45814,17.49383,28.958,1,,
33.29393,29.32284,44.80098,31.79483,44.50333,2,,
9.109665,23.1987,45.48708,27.04536,40.45033,1,,
6.792095,18.47271,54.34729,22.49544,30.424,1,,
31.62065,27.99929,50.18125,25.90573,39.71233,2,,
15.76035,27.37935,54.56419,27.79883,41.08417,1,,
5.565223,18.80838,69.05749,18.20683,35.21567,1,,
10.93622,19.39603,71.9203,17.92617,31.63476,1,,
19.86782,28.74867,65.63622,23.4735,34.656,1,,
9.801445,27.90683,53.37189,29.19833,46.03083,1,,
15.38194,24.49374,59.80895,25.37633,39.939,1,,
11.62931,28.29233,58.00109,34.50567,53.75383,2,,
13.25336,16.06537,63.77268,44.1695,62.80783,2,,
8.022022,14.14632,52.21326,30.79933,38.97317,1,,
4.855986,17.78476,49.60309,22.77067,35.05783,1,,
5.440834,19.48818,53.55951,36.48433,54.587,1,,
,,,,,,,
8.417886,23.88508,59.36562,29.0135,48.52783,1,,
10.32475,18.11824,69.51525,36.23483,50.09317,1,,
9.582781,18.70432,63.58246,26.92023,40.94067,1,,
12.94313,23.20304,57.37407,32.47895,46.8597,1,,
10.44833,15.61123,50.32059,18.89874,25.2295,1,,
6.856938,18.05184,54.51144,24.58103,37.98844,1,,
14.68286,24.94399,44.72731,24.08544,40.69211,1,,
21.44368,24.08246,44.41303,30.12596,48.77436,2,,
9.214414,20.94266,47.63424,28.98361,49.65487,1,,
13.79749,29.54345,53.33915,38.13449,61.14752,2,,
7.135584,23.0724,57.89791,31.22291,51.767,1,,
7.765824,26.27456,57.276,22.59407,48.23933,1,,
9.063401,19.00802,69.78444,25.78232,48.43567,1,,
7.850059,20.36637,64.40786,25.81971,51.09096,1,,
21.14794,18.29751,44.72848,19.47812,29.665,1,,
19.93678,14.5851,44.58394,14.18236,24.202,1,,
32.95794,21.0797,51.99939,14.1845,31.3745,2,,
19.60114,18.33167,39.29368,24.0925,48.9935,2,,
17.47169,17.07958,31.35634,15.712,31.819,1,,
7.294017,17.89101,42.98032,16.5365,33.82783,1,,
3.415252,18.00133,28.48688,29.11833,36.92317,1,,
10.8773,15.98607,35.61523,28.1245,35.41167,1,,
18.019,17.5509,36.59296,20.46733,29.29867,1,,
12.51444,16.00244,39.60368,14.381,31.80328,1,,
26.29853,19.29166,37.62204,17.14983,34.88383,2,,
33.29393,28.40484,55.47707,19.14233,33.50683,2,,
25.92798,35.01576,85.17714,31.42817,57.53649,2,,
8.630875,26.14786,76.66394,27.91167,48.89745,1,,
11.78818,21.6564,77.45038,32.6325,52.69528,1,,
7.63096,14.76008,66.76064,26.902,43.72472,1,,
7.807287,20.37338,74.53711,26.64667,41.09317,1,,
13.97911,28.56438,70.06605,26.26804,40.11066,1,,
7.367487,24.15203,57.8607,28.82087,43.23402,1,,
9.894409,20.98483,53.74722,23.38767,35.4351,1,,
16.43947,20.40622,46.93157,16.866,26.66697,1,,
27.02217,29.06943,46.9296,20.42317,39.42261,2,,
8.130699,32.63298,54.91623,27.65467,55.41655,2,,
6.617077,26.65909,53.83123,15.08283,25.96409,1,,
19.66184,35.39984,57.70684,21.01064,35.61374,2,,
7.832529,24.16053,53.6151,20.43233,33.41365,1,,
9.080699,24.54822,54.34304,17.62706,34.63111,1,,
7.203235,26.39811,48.45632,19.35584,38.02417,1,,
15.04675,24.9567,61.30972,16.52767,29.89983,1,,
7.003339,21.13756,47.66164,25.25712,38.812,1,,
7.904616,27.50149,47.45278,28.33289,42.26633,1,,
29.75568,30.6232,48.98541,30.67064,47.01633,2,,
25.69142,38.95128,50.04358,30.63784,49.27783,2,,
11.89075,39.66775,47.16539,39.63357,63.01217,2,,
23.42492,42.49977,58.70775,36.226,66.1595,0,,
23.53054,32.99357,48.29564,29.926,42.94617,2,,
32.19808,28.90312,43.69438,21.53683,34.59083,2,,
7.558508,25.32289,46.82796,25.26417,44.08017,1,,
,,,,,,,
8.592031,27.72458,55.16452,20.83317,46.32433,1,,
6.165784,22.31431,55.74068,16.36783,35.89067,1,,
19.38466,34.97278,49.86523,22.79517,54.52733,2,,
5.494081,25.88955,50.22365,20.80318,51.6915,1,,
6.958821,27.56301,47.68755,23.16683,46.486,1,,
11.39145,30.28599,53.51485,34.09983,58.38233,2,,
8.064795,33.73875,49.76486,35.00909,59.1845,2,,
23.54145,37.00587,62.99043,39.38796,72.79067,0,,
22.28097,46.4676,56.9617,27.55947,50.57882,2,,
10.05895,26.56353,63.01779,22.99363,48.57291,1,,
14.20221,26.80737,48.03363,18.23212,28.71822,1,,
18.15735,26.98006,45.01631,23.23856,34.48189,2,,
33.29393,27.16153,41.19581,33.65549,47.49537,2,,
33.29393,28.01496,37.48412,21.99122,41.49101,2,,
12.54107,25.03689,54.83889,25.49466,44.30117,1,,
5.92137,24.33891,56.35892,20.41188,37.69236,1,,
7.090193,35.03108,48.14161,31.47781,58.18033,2,,
10.3169,31.79506,58.48394,25.04665,49.05383,1,,
8.741735,18.872,73.82423,20.50372,37.74817,1,,
18.24814,17.8089,41.72334,22.14444,36.85867,1,,
33.29393,29.85408,33.95701,34.18603,52.06333,2,,
19.34364,31.66656,43.09587,36.80702,61.43841,2,,
17.58909,28.68692,51.43293,42.63235,64.34186,2,,
33.29393,30.08068,35.147,26.56114,43.68133,2,,
19.29694,29.35732,39.61276,20.6475,39.995,2,,
8.4851,20.42936,53.95954,17.41524,32.27333,1,,
10.64235,26.87039,58.22451,21.62136,37.98395,1,,
23.82296,30.15684,51.07292,33.31333,61.207,2,,
11.92217,41.52912,49.79669,31.71783,63.7225,2,,
11.12914,34.94771,47.28634,35.07133,67.82433,2,,
9.48196,28.8126,49.9724,34.04467,64.64283,2,,
23.97616,42.2061,45.56489,37.33633,74.23917,0,,
13.31446,25.50074,54.25458,27.28217,49.61967,1,,
21.81833,21.61,65.17421,26.47154,42.35817,1,,
27.73053,26.18117,58.16057,28.01579,42.36267,2,,
26.84671,30.31418,31.8342,25.15012,33.22567,2,,
9.174217,22.88188,42.82932,17.49462,32.26278,1,,
8.501714,28.24785,46.40767,20.85486,37.70277,1,,
10.70077,26.23084,50.26537,27.23662,47.0884,1,,
13.25807,24.67202,44.60271,36.23643,52.54917,2,,
6.565867,15.56808,44.76742,17.63474,33.55283,1,,
8.87553,23.07552,42.32423,18.35338,34.01953,1,,
10.30462,25.1975,49.59126,27.32873,45.35105,1,,
4.800556,25.64397,39.93657,16.90383,27.0425,1,,
22.12917,24.96302,44.11585,20.42902,33.78406,2,,
33.29393,31.55172,41.77772,20.96922,40.96973,2,,
14.0695,33.89324,54.96646,28.26326,49.48657,2,,
13.76501,39.61507,55.12885,22.05223,46.01668,2,,
10.92837,41.53383,62.84216,23.59467,50.49383,2,,
18.27083,47.36304,55.51337,37.58083,73.24283,0,,
11.94487,29.47153,52.78747,17.982,39.67847,1,,
23.73698,28.25848,34.97822,20.04917,38.76939,2,,
,,,,,,,
6.772018,29.4526,34.73068,19.08933,28.22434,1,,
7.721306,20.38329,48.64794,15.34183,25.01954,1,,
19.90279,26.71602,55.8205,19.63381,33.16876,1,,
13.4393,31.79714,53.7579,22.89091,40.1935,1,,
10.82534,31.42624,50.47448,29.14039,52.98246,2,,
18.96261,38.26678,47.14928,27.48433,39.73817,2,,
12.48433,24.75826,52.19919,17.90117,33.35933,1,,
11.35828,22.16819,42.21578,14.4775,18.90217,1,,
8.831106,26.01343,45.13187,20.91271,29.26841,1,,
5.379367,15.99192,58.06604,17.03992,25.88656,1,,
7.247317,19.84948,46.94785,10.596,19.71583,1,,
15.07206,28.45683,36.66294,19.04867,31.751,1,,
20.38152,35.26288,31.49204,29.646,52.77351,2,,
33.29393,51.33878,41.04642,45.24517,79.7605,0,,
23.21367,37.45324,37.19956,32.036,54.80133,2,,
31.14535,44.57597,38.83326,38.73583,61.91117,0,,
9.517313,34.08068,45.18865,27.844,49.668,2,,
20.1681,36.36036,47.38865,27.95567,61.1485,2,,
29.70584,41.03278,42.66382,33.66515,60.85051,0,,
26.33526,39.6174,56.77883,41.52126,67.65913,0,,
14.45099,32.58519,50.75613,37.7585,75.18383,2,,
12.50004,39.49662,47.58583,33.05883,71.71567,2,,
6.540261,25.65776,44.10325,18.02217,39.77117,1,,
18.20624,28.23529,36.60866,16.1125,31.83567,1,,
33.29393,46.49833,27.15827,32.479,64.56017,0,,
23.47467,41.6874,39.74233,30.28867,63.30167,2,,
19.5431,40.93489,48.3677,34.9455,72.7805,0,,
8.916753,39.09075,44.55615,35.45167,75.525,2,,
11.10695,35.26562,41.09405,29.50631,66.23469,2,,
11.96113,27.73353,42.64519,26.25913,48.64426,2,,
13.55214,31.19141,45.54954,28.99845,47.10377,2,,
23.2846,40.99712,44.98958,38.24465,61.75481,0,,
16.39269,37.68721,47.66644,47.25659,77.62087,0,,
21.10496,42.70798,47.39975,45.47886,76.96311,0,,
25.45886,45.94735,41.63001,45.33772,78.21159,0,,
17.90025,34.50105,40.04797,38.50312,68.68567,2,,
29.71345,32.57597,42.61132,27.55614,40.42057,2,,
10.64907,33.44902,42.46599,36.05382,57.18626,2,,
16.70178,37.87971,35.71401,51.5445,84.8765,0,,
29.56844,48.19265,33.01718,51.1035,86.12167,0,,
18.11215,39.45189,37.08239,44.72119,78.51139,0,,
20.7726,48.40242,32.09402,45.43714,90.91169,0,,
19.19757,45.74623,34.80792,37.99523,68.55031,0,,
18.83147,41.18523,42.26458,40.50335,72.41529,0,,
15.71897,35.6393,44.38053,37.13797,70.39353,2,,
13.4156,33.96322,56.57215,36.04493,72.39741,2,,
8.939448,34.86403,39.90655,35.18933,65.11467,2,,
14.43353,35.61278,30.9475,29.12267,57.6185,2,,
12.48825,32.71369,32.46898,34.55633,66.047,2,,
15.5299,45.18386,30.75923,40.0085,67.652,0,,
21.56519,39.59159,45.68179,38.31583,83.90833,0,,
12.37914,23.30244,59.27018,29.2905,72.44867,2,,
,,,,,,,
6.021754,28.98623,38.65223,26.23117,50.345,2,,
11.89948,38.34231,28.81534,37.683,72.74417,2,,
12.51488,38.49934,33.90634,42.69667,77.82717,0,,
23.79634,53.08914,26.68781,44.551,77.53583,0,,
28.70499,49.37825,39.72496,52.28769,84.73983,0,,
15.4822,31.72481,49.19242,30.21798,62.70376,2,,
6.627261,18.64914,43.72263,17.74478,33.25499,1,,
31.38573,37.56862,34.04385,29.75252,53.24188,2,,
17.6489,45.99384,43.84186,45.64561,81.12509,0,,
8.778397,49.03146,43.22166,55.74462,100.0649,0,,
13.60732,48.62642,39.05077,55.74462,91.67033,0,,
13.91022,48.31802,41.57909,55.67833,88.38867,0,,
11.24829,32.76697,34.37242,38.21583,64.4395,2,,
20.93887,43.86806,42.78943,49.138,76.268,0,,
26.34043,45.4708,40.90668,55.74462,91.15517,0,,
24.00322,47.59577,37.23781,43.393,71.83833,0,,
12.42104,42.40384,30.82103,55.74462,84.74167,0,,
33.29393,53.15813,24.04618,55.74462,100.0649,0,,
27.59611,53.15813,38.21686,55.74462,100.0649,0,,
33.29393,53.15813,35.868,55.74462,100.0649,0,,
25.93889,52.14827,51.29307,55.74462,100.0649,0,,
18.01682,53.15813,39.94311,55.74462,100.0649,0,,
11.1012,42.13652,39.5288,43.80733,78.407,0,,
12.56775,38.66074,53.9431,34.22933,64.58877,2,,
7.727852,33.03306,53.15698,31.313,60.80709,2,,
20.01316,47.75293,35.19633,38.66283,65.35666,0,,
15.4928,41.02202,42.19813,49.69767,78.78613,0,,
10.33435,40.58919,44.77393,41.69117,69.69749,2,,
19.24325,46.21688,43.97441,38.9315,70.29454,0,,
22.15571,46.15388,51.47553,36.653,67.03843,0,,
21.37577,51.42114,45.81282,40.97617,83.00817,0,,
21.17587,48.75586,47.14209,48.2455,90.81933,0,,
14.13259,33.71317,39.38623,28.56517,58.8435,2,,
9.473602,37.39643,37.76167,34.37333,56.8795,2,,
20.37541,48.05914,35.10281,51.23967,75.008,0,,
12.65062,48.39292,44.26544,51.92967,85.23317,0,,
15.60584,49.31938,40.7737,55.74462,97.08883,0,,
25.46796,34.7302,43.13826,36.03083,65.36683,2,,
33.29393,45.52298,22.42195,50.1335,84.42868,0,,
16.28191,47.67677,33.00476,48.12967,90.05202,0,,
7.208036,37.24379,31.26118,40.1285,69.02179,2,,
24.57366,42.78216,29.36391,47.468,81.33489,0,,
25.98603,49.52341,47.01652,49.53033,91.35942,0,,
16.87549,48.82074,42.48981,49.06983,86.10347,0,,
28.49345,53.15813,34.23723,45.36417,94.73567,0,,
13.92201,32.69958,50.74207,41.228,98.65933,0,,
12.59475,26.9202,56.61831,23.7975,67.59683,2,,
7.146496,19.57437,54.51355,17.79833,37.31783,1,,
22.9745,32.90362,38.59991,27.03267,47.27,2,,
20.14409,43.43156,42.59356,36.843,73.49467,0,,
8.721221,33.00046,51.79074,29.60683,61.73067,2,,
13.06743,44.09255,47.19392,43.04567,79.81183,0,,
,,,,,,,
15.43999,50.13833,41.96315,46.10601,98.32767,0,,
15.72412,48.15034,47.48958,50.06646,100.0649,0,,
10.38717,43.33346,50.8592,40.75609,86.08667,0,,
8.678012,28.29139,50.83699,29.03856,60.5745,2,,
19.86679,36.05546,38.42304,37.8365,69.18523,2,,
27.8992,47.30794,32.17695,55.63906,98.19986,0,,
33.29393,53.15813,33.12037,52.8355,86.2525,0,,
33.29393,53.15813,25.24867,54.397,95.29533,0,,
33.29393,53.15813,21.76247,46.28767,82.125,0,,
33.29393,53.15813,31.8589,48.11867,82.65867,0,,
27.36086,43.19649,43.60435,32.935,59.967,0,,
33.29393,49.02602,32.31233,37.04183,65.2345,0,,
17.6048,45.62891,46.57866,36.82733,73.82817,0,,
21.17281,41.98452,43.22655,31.0575,77.88217,0,,
14.39425,31.53681,54.0291,25.09667,75.252,2,,
8.628257,26.51339,58.18891,15.48467,34.48383,1,,
14.04028,33.37167,40.15919,27.43667,46.40817,2,,
8.270365,21.29917,56.53681,27.184,49.406,1,,
6.943545,23.33673,43.82335,19.49333,39.83833,1,,
10.62765,37.75487,42.62748,29.31417,57.20383,2,,
6.520184,31.69132,42.15611,18.2215,39.764,1,,
15.62592,43.69545,37.53981,22.42533,54.21883,2,,
