SO2,NO2,O3,PM2.5,,PM10,Cluster,
5.656879,34.76969,41.15718,24.54817,48.132,2,,
9.524733,36.96767,40.02223,28.97867,63.0205,2,,
5.588355,20.67132,46.08387,11.86083,27.13633,1,,
28.45156,53.15813,33.75541,34.07817,64.0105,0,,
11.75938,37.1808,42.49785,25.351,50.01217,2,,
19.83244,30.88804,68.61608,29.73037,96.0605,2,,
6.695639,33.56461,43.11864,19.15567,48.12183,1,,
11.33078,42.29229,42.06667,30.22133,68.40883,2,,
10.50923,33.91344,55.60297,32.33317,65.19167,2,,
13.32099,35.60776,60.06918,35.2725,64.99733,2,,
9.501121,36.22989,64.21852,29.97733,59.01833,2,,
17.42935,50.64043,61.72414,37.2415,68.87667,0,,
16.76015,45.71032,63.36573,37.339,66.84181,2,,
16.08584,37.34735,62.82957,31.02313,64.47049,2,,
12.77528,29.46738,54.60015,32.891,100.0649,2,,
7.259734,23.3232,48.29345,16.64737,36.46615,1,,
9.139584,30.71769,43.93009,22.39378,39.32435,1,,
20.97423,53.15813,45.31733,36.44617,64.35433,0,,
13.84432,51.46217,52.37454,28.437,66.611,2,,
12.9955,43.40432,55.94955,29.94175,68.69161,2,,
13.37651,50.35271,49.04357,31.25716,69.32229,0,,
17.17026,44.40672,43.19296,39.75499,77.8004,0,,
15.47503,50.07367,57.00237,37.82336,71.61456,0,,
22.65619,35.52084,65.89702,33.68953,58.00619,2,,
12.66044,40.53513,68.16887,35.18232,93.78766,0,,
11.96492,43.37918,56.55774,39.67717,96.36637,0,,
14.24716,41.58565,64.56604,41.5825,77.76133,0,,
8.02595,41.59395,68.36481,39.54133,81.19,2,,
7.444157,37.17534,76.10747,43.44583,91.1965,2,,
8.403483,41.11749,77.5546,35.63417,67.64417,2,,
,,,,,,,
13.02771,38.54971,71.29426,37.07183,100.0649,0,,
16.4901,49.026,45.71579,27.95117,67.32883,2,,
12.08934,38.53341,50.04862,33.888,71.46167,2,,
13.2359,42.85813,44.15835,37.92317,79.70667,0,,
13.66886,33.14067,78.79886,39.9745,96.78147,2,,
10.1314,30.62384,79.19528,39.65133,100.0649,2,,
14.08175,15.89358,46.35827,11.547,46.82613,1,,
33.29393,29.99527,28.71457,22.16117,43.63661,2,,
5.981164,24.03268,62.8333,24.64733,45.50867,1,,
7.541487,27.82278,65.5853,30.05733,52.43816,1,,
7.782409,32.66787,61.18318,27.29583,61.19754,1,,
8.814623,32.06689,59.10519,25.24933,66.85017,2,,
10.27936,25.62381,80.54252,23.99367,66.177,1,,
6.666542,13.18331,59.75499,11.48917,32.6475,1,,
17.4385,21.93474,60.33187,18.43567,52.01,1,,
25.42011,27.8569,42.3284,24.07783,44.2555,2,,
33.29393,46.45034,38.04951,32.6545,57.77183,0,,
31.94579,43.00345,45.42682,30.181,66.00367,0,,
27.92717,38.92229,56.98495,39.88877,74.42123,0,,
18.7119,36.33078,58.20181,38.39373,67.68308,2,,
10.76352,29.75728,54.08906,38.57359,63.85287,2,,
12.70306,24.21809,63.11419,28.96446,64.37978,1,,
10.98303,25.9157,51.52976,30.40389,60.64389,2,,
8.956674,27.36868,54.41939,26.89039,44.45811,1,,
7.25849,26.14246,55.27187,23.74616,44.11628,1,,
10.56885,29.90676,53.1095,27.08451,59.47131,2,,
9.10629,31.5091,70.41994,26.53381,46.2251,1,,
9.161778,23.69438,69.44726,27.3736,55.74658,1,,
6.730192,20.85688,56.41644,17.13068,40.24207,1,,
14.67576,23.86147,69.05719,22.371,44.44967,1,,
7.676627,22.24434,55.71729,23.80135,47.61362,1,,
5.583278,21.24684,58.64133,25.20304,62.09104,1,,
7.035986,28.34384,63.56121,22.27794,39.04727,1,,
6.240854,26.03241,53.59909,20.67417,45.092,1,,
15.409,25.943,44.53064,21.28767,37.038,1,,
4.637759,17.5918,46.33897,13.8185,18.86817,1,,
4.841583,23.45417,63.08088,16.9335,30.08367,1,,
20.91487,30.05177,52.57132,22.893,34.13733,2,,
7.500023,28.04944,50.05111,21.01883,33.31983,1,,
4.63514,23.23835,56.4607,19.983,31.3215,1,,
4.739016,23.90834,61.07667,21.41117,32.33517,1,,
3.594634,20.46105,66.16844,15.85033,26.113,1,,
7.645363,25.02526,61.89549,20.5995,31.084,1,,
11.97368,25.36035,51.12106,14.67583,22.47717,1,,
8.837318,29.83521,55.28741,17.1895,25.84267,1,,
5.765119,24.01837,58.7798,15.537,33.62367,1,,
6.678617,21.04879,67.2142,14.77667,36.98717,1,,
14.36972,24.51835,55.19317,14.29357,32.65579,1,,
17.77957,28.62204,53.47998,18.98744,39.12203,1,,
13.91091,25.06892,55.30886,19.09594,35.87455,1,,
7.45469,25.90982,64.20557,19.80887,36.97843,1,,
11.32676,31.81043,75.30681,21.21721,41.88923,1,,
,,,,,,,
11.51581,33.31886,76.63337,28.81571,63.59267,1,,
7.988095,26.61442,66.69852,17.17439,39.4586,1,,
11.69775,35.40482,46.28383,20.34711,70.20282,2,,
10.12419,31.04272,48.99945,22.08348,49.91123,1,,
8.836954,24.66347,55.53852,22.66708,51.40933,1,,
6.288529,21.80954,53.83579,17.48897,32.36462,1,,
7.11657,26.21069,64.78198,16.15981,35.58066,1,,
8.527945,23.35506,74.47534,19.80168,44.87262,1,,
8.019913,27.97992,73.58747,18.77268,39.71384,1,,
12.29974,26.78802,71.31271,17.98419,41.0852,1,,
6.344541,21.31433,73.38616,23.94884,55.82345,1,,
7.769461,17.7384,69.73645,15.87716,32.64054,1,,
15.28294,30.54169,59.61751,15.99438,34.93529,1,,
10.14012,24.09774,64.34023,22.52052,52.19141,1,,
8.047715,20.50833,71.77805,18.83024,36.98913,1,,
11.33114,26.01354,67.37734,17.90012,28.88983,1,,
15.02593,27.9558,62.27974,18.32444,27.95366,1,,
10.3276,23.41582,65.17992,19.18047,30.62398,1,,
14.81285,23.31338,68.30537,24.19103,37.79274,1,,
10.81904,26.14509,55.68398,23.03326,34.22597,1,,
17.43591,24.96022,72.02827,20.70201,46.22975,1,,
23.68616,33.09198,72.10337,24.38025,46.05509,2,,
14.06315,28.43827,55.14531,18.13042,36.99032,1,,
12.19625,26.52587,43.63069,18.01573,26.33588,1,,
7.950895,20.68549,70.19362,17.70808,43.42613,1,,
6.150508,30.89399,86.20955,11.5295,18.97504,1,,
5.163686,24.11553,70.74845,19.48667,31.18667,1,,
3.680616,24.27911,51.31367,18.92317,34.4245,1,,
4.678786,31.27846,60.94195,21.93267,33.87367,1,,
15.7202,38.35736,60.90304,29.9095,40.33483,2,,
5.471822,35.97791,53.69131,24.94717,37.39633,1,,
4.703227,28.91791,53.19917,20.04767,32.44417,1,,
5.30597,27.51632,57.22752,18.604,25.64333,1,,
10.2894,28.11212,61.33566,21.2535,29.355,1,,
10.05633,34.59481,44.06172,21.669,24.71317,1,,
3.709858,20.69514,78.27116,15.6525,24.503,1,,
4.097865,36.62323,57.54275,16.02018,24.2685,1,,
4.611135,35.56357,54.78252,19.59036,30.46867,1,,
6.188916,30.84886,63.75287,18.58125,29.1485,1,,
4.216581,24.584,68.757,14.40248,24.05617,1,,
5.398498,26.74469,59.46978,12.79933,23.728,1,,
8.82728,28.64837,56.14776,21.59368,37.68817,1,,
5.305999,24.23297,69.92963,13.46767,21.662,1,,
6.118967,26.57858,68.79722,12.0375,18.2015,1,,
10.47043,35.96788,59.36514,29.87317,39.13783,1,,
16.43546,40.03789,65.16323,42.57083,56.17467,2,,
13.37027,27.52478,76.20907,32.02967,53.00817,1,,
11.49748,31.57003,71.52017,31.36267,42.418,1,,
9.740196,23.34166,57.57327,32.01599,45.43023,1,,
8.704054,20.08581,54.05814,25.75132,37.86746,1,,
6.623479,18.34886,48.74771,21.72625,34.71433,1,,
13.04281,22.95636,59.04646,20.42441,33.99387,1,,
,,,,,,,
8.948003,19.44595,57.38758,20.41026,33.71241,1,,
15.06181,18.91135,46.67826,13.15949,24.54954,1,,
16.45962,20.54638,54.67257,19.19013,28.00366,1,,
17.80484,20.26039,52.22657,15.16709,28.90427,1,,
22.3612,23.07898,44.23666,22.67333,32.34433,2,,
18.22825,22.36251,58.85338,14.553,26.31733,1,,
28.38527,30.05467,62.77153,20.14783,31.64733,2,,
23.16568,28.87121,58.11599,22.836,35.095,2,,
9.675841,22.32114,65.23419,20.351,29.94717,1,,
5.029193,21.91997,74.23005,19.1005,30.1765,1,,
12.99107,30.63077,69.93097,32.13193,48.48713,1,,
19.88325,37.40144,45.77456,34.01817,47.37817,2,,
6.25869,24.86889,50.14496,27.40933,40.17517,1,,
5.322111,21.39155,56.22133,13.75783,25.79317,1,,
8.775109,27.51005,51.09752,18.80583,36.4645,1,,
6.75296,19.87462,57.98388,18.17933,28.111,1,,
12.20574,24.87704,57.96393,15.90817,34.41333,1,,
15.19333,29.58454,55.19683,19.39833,35.9275,1,,
8.720283,20.94901,53.15796,18.18617,32.60083,1,,
13.85586,25.18168,55.94381,16.69994,33.42733,1,,
17.27807,27.9037,43.61013,18.29167,35.3151,1,,
25.30976,32.7701,72.10028,24.28417,45.31061,2,,
14.31348,21.60624,60.19965,19.725,36.60371,1,,
31.64511,39.91284,65.3856,17.812,35.00217,2,,
33.29393,35.35891,57.79356,27.83783,45.84667,2,,
33.29393,32.10033,57.29783,30.2765,45.10683,2,,
9.069468,26.85658,57.23308,27.12717,49.98667,1,,
14.32101,34.85181,70.32465,38.35583,53.409,2,,
20.52459,23.24666,82.22593,23.27567,38.24417,1,,
16.04263,19.85456,54.07227,22.075,29.3475,1,,
25.18939,25.67813,28.09252,17.273,28.62167,2,,
19.21071,25.20644,30.93581,13.999,23.16433,1,,
6.328188,22.14406,44.4636,16.51417,33.44783,1,,
8.711685,19.90189,44.16178,17.0255,28.99866,1,,
14.12779,23.93429,24.97748,18.19517,23.84767,1,,
9.680547,20.38674,28.81421,19.52417,26.85267,1,,
15.81578,24.02393,38.77571,41.69933,51.0545,2,,
22.26308,28.08172,28.74064,21.63733,28.707,2,,
7.642307,28.02248,43.79034,19.72367,31.41317,1,,
5.498882,19.37096,40.9486,22.5105,35.628,1,,
14.47281,22.33618,54.73249,22.0245,36.27267,1,,
23.98925,21.36867,41.11869,18.74783,45.806,2,,
13.12242,17.24632,58.98614,24.18983,38.96083,1,,
8.952978,18.75604,59.44264,19.82583,33.4545,1,,
19.49683,26.59205,61.34907,35.09917,51.93433,2,,
33.29393,31.38606,49.43013,22.04017,40.12783,2,,
24.17213,27.02707,49.55831,17.81867,43.537,2,,
33.29393,26.41999,38.39966,19.60833,42.78817,2,,
29.33101,23.51212,42.22821,15.27267,37.91438,2,,
29.31704,18.72814,45.20034,16.42967,29.4905,1,,
32.50403,25.39982,50.33298,14.26733,27.999,2,,
33.29393,38.1784,53.37902,20.56867,39.70733,2,,
,,,,,,,
16.15403,26.13384,59.94426,25.31167,47.83517,1,,
19.20877,26.15139,76.19796,27.4885,43.42648,1,,
5.477933,19.89624,80.04122,26.87617,48.17717,1,,
21.14619,25.38446,59.66435,35.97183,49.47267,2,,
10.8437,24.04837,55.50591,23.2135,42.39167,1,,
6.838796,18.22762,57.00155,26.93217,37.3495,1,,
8.353291,19.15972,52.55443,30.46633,39.4555,1,,
4.401637,18.93406,58.46564,14.71733,27.42667,1,,
28.07839,29.3288,47.27643,34.0245,45.84517,2,,
8.879072,24.20415,49.00591,23.24457,43.3754,1,,
8.91892,27.54632,52.87478,25.90738,47.02202,1,,
9.727393,29.00881,45.67206,27.82447,43.79877,1,,
9.975226,23.3551,42.9745,31.41603,42.63547,1,,
9.189275,23.20048,36.77286,24.69123,31.73072,1,,
7.574773,21.8169,36.38579,17.08078,27.26245,1,,
7.826244,22.23933,33.41352,18.72032,28.93828,1,,
9.067213,22.25811,45.87364,19.49666,31.3559,1,,
9.049013,28.97847,43.51144,20.91534,30.92368,1,,
7.228142,29.05595,40.60742,26.21779,39.76698,1,,
8.774367,19.93664,41.74838,23.35946,30.86576,1,,
16.15602,23.63077,41.01667,20.44853,29.18041,1,,
14.19086,27.01094,33.81729,19.66669,27.31383,1,,
5.820185,26.86484,37.07713,18.53226,31.59067,1,,
22.55848,22.59898,25.59117,20.40682,32.97902,2,,
8.700824,25.74756,30.90576,18.11731,26.81764,1,,
4.718707,23.1182,32.65758,26.80901,38.00971,1,,
9.563941,24.51656,44.30868,27.94084,42.41557,1,,
6.250805,24.40569,44.81452,26.79969,43.94186,1,,
20.31744,32.45527,45.79391,32.65718,48.86741,2,,
5.295669,22.15012,48.6661,25.31874,55.52179,1,,
10.39042,29.66045,44.64221,22.02944,46.45218,1,,
14.03004,29.98541,40.29825,30.57008,53.70193,2,,
7.94701,24.19347,44.1657,30.80683,44.79937,1,,
18.79335,31.55482,52.85676,42.99543,60.36131,2,,
15.98688,32.23876,34.87136,31.75219,50.35299,2,,
21.10288,33.14453,37.08492,28.2477,50.95789,2,,
7.733163,21.46999,37.39487,23.07622,39.7978,1,,
18.0682,22.7771,39.13122,21.72208,34.54468,1,,
32.01007,33.78616,39.8114,31.06679,44.54972,2,,
13.28982,28.83554,46.35973,29.22355,45.85379,2,,
6.860648,25.905,42.41951,32.37138,47.04392,2,,
14.28272,38.00724,41.14259,33.20826,48.74619,2,,
7.869263,29.87414,38.77865,29.64733,49.43217,2,,
9.863508,28.42355,34.19218,24.90892,46.87405,2,,
4.826307,26.19025,44.67652,17.29516,32.77543,1,,
8.401242,35.00921,31.27868,23.56425,42.60934,2,,
11.53056,29.66864,41.98034,24.57802,45.39157,2,,
23.95524,29.42147,36.97971,27.21284,42.84035,2,,
33.29393,31.90101,24.96735,17.38883,40.172,2,,
33.29393,34.2201,26.34534,23.12283,43.9625,2,,
33.29393,35.87255,17.80075,26.411,47.56267,2,,
33.29393,37.14193,21.87488,22.341,44.863,2,,
,,,,,,,
33.29393,40.3932,24.49515,27.51,53.29883,2,,
32.35433,39.72735,29.49209,29.4445,49.791,2,,
33.29393,37.98253,23.48014,20.06833,40.496,2,,
23.71516,33.58542,29.13337,22.0705,35.46683,2,,
17.59607,33.93159,31.0689,28.74367,45.37183,2,,
33.29393,31.49964,24.32021,21.7955,31.10633,2,,
17.4036,32.49335,38.65308,26.5265,37.1965,2,,
6.313305,28.25222,45.35959,30.59583,40.56733,1,,
18.39479,38.45608,37.80745,34.72733,50.26667,2,,
25.62901,36.39318,52.62201,38.41717,54.85567,2,,
17.49394,31.51111,64.67142,44.19567,59.07833,2,,
12.39311,37.46726,45.76802,29.526,49.9885,2,,
12.72525,35.0549,35.21792,22.352,38.2675,2,,
5.561732,24.00261,39.93428,14.70883,23.85783,1,,
22.02957,47.96574,31.44365,30.046,49.33533,2,,
7.229422,36.48815,36.26008,31.07033,54.662,2,,
7.511808,24.25272,36.49748,24.11533,42.43633,1,,
25.20608,34.54058,32.4858,26.11083,41.94867,2,,
9.452282,38.16618,41.85183,42.2135,70.84533,2,,
12.03696,44.30254,36.03215,42.47,71.67517,0,,
11.64882,34.17702,42.01227,36.24778,62.62013,2,,
12.7876,41.22998,36.87847,47.67337,76.97596,0,,
33.29393,49.03762,39.91687,42.71125,70.58297,0,,
18.84983,35.32928,58.46053,43.74148,65.42049,2,,
21.74775,35.71712,44.44238,32.18756,58.82564,2,,
27.66146,43.35243,36.96755,37.78242,62.7047,0,,
17.29451,32.6303,48.54737,41.24087,62.99979,2,,
8.244788,35.32212,40.47086,36.1397,70.71492,2,,
7.92334,29.65304,37.54422,25.66152,58.80618,2,,
6.596411,27.4486,34.95702,22.58226,43.65406,1,,
10.84778,27.92429,32.82164,28.88996,50.46468,2,,
7.980516,26.59293,31.30634,23.45159,53.49705,2,,
20.80244,39.03274,33.96561,32.88823,67.38688,2,,
12.50288,36.43499,30.0299,42.29685,69.04763,0,,
11.54004,34.90131,33.16216,40.6012,67.03633,2,,
5.788011,27.91592,38.83356,22.42199,55.31784,1,,
9.186852,32.31892,34.04218,33.31367,59.6154,2,,
15.9956,30.30908,39.16332,29.14609,57.69674,2,,
8.339863,37.11197,38.40764,30.8985,56.3186,2,,
11.50319,35.85167,34.63329,32.20214,59.04662,2,,
20.45694,37.08612,29.27387,29.92811,44.67621,2,,
13.31916,35.06197,31.20998,40.15653,55.7031,2,,
14.59736,37.42517,34.51157,33.65051,56.38622,2,,
19.66959,46.71116,35.29808,47.97037,74.16357,0,,
12.88005,36.21063,29.22242,45.76494,68.60962,0,,
12.68248,38.48367,36.77272,38.43856,60.03557,2,,
22.05406,42.84099,34.16058,36.81451,72.92828,0,,
15.34351,41.85161,44.10351,42.1084,78.04435,0,,
9.022396,40.73579,35.12825,39.68628,65.81233,2,,
9.58177,36.98803,35.92736,34.90331,64.80529,2,,
15.05529,40.28364,38.52693,37.21631,65.33598,2,,
12.75823,36.86926,49.78198,32.87517,62.97967,2,,
,,,,,,,
10.84611,36.88462,41.74163,30.78783,59.51883,2,,
17.47839,37.0103,37.15378,28.94683,57.07433,2,,
16.69468,33.94817,43.38319,30.58067,66.51917,2,,
13.05733,22.69891,55.61817,21.20778,55.18551,1,,
12.53207,28.06772,39.40351,24.51478,52.8359,2,,
33.29393,51.96394,24.66425,54.03452,83.19123,0,,
26.06721,45.13783,39.18681,51.14857,72.87154,0,,
13.62996,40.42526,34.47758,38.7425,56.8225,2,,
11.32323,35.07432,34.50145,31.7445,53.4255,2,,
16.00194,44.07829,33.94457,45.973,77.51217,0,,
20.87818,46.9208,35.71758,55.74462,81.2175,0,,
19.40145,51.07255,31.53619,55.74462,96.02083,0,,
21.10287,48.20684,41.23249,55.74462,91.52634,0,,
8.832837,25.06026,64.18451,26.59817,59.26425,1,,
22.57591,40.24196,34.79216,50.88783,73.09152,0,,
15.32676,41.00473,36.89871,51.4795,83.16242,0,,
12.44071,33.9961,46.12315,35.03783,61.0115,2,,
13.20971,20.72182,42.44207,21.67083,36.72633,1,,
25.27021,34.09303,28.62095,36.98267,63.22817,2,,
33.29393,53.15813,28.50487,55.74462,100.0649,0,,
33.29393,53.15813,32.58881,55.74462,100.0649,0,,
18.57001,50.78428,29.4522,55.74462,99.9865,0,,
33.29393,53.15813,29.5637,55.74462,100.0649,0,,
20.31044,50.29724,29.39268,55.74462,100.0649,0,,
13.26642,38.10945,30.45152,41.37403,65.54667,2,,
17.79254,41.34358,31.35961,40.4665,61.32767,0,,
16.7738,43.84589,34.35888,50.97583,76.33483,0,,
12.75777,33.10357,41.05819,42.99517,64.53817,2,,
22.27489,46.46322,25.16159,55.74462,78.77367,0,,
25.73454,53.15813,31.82624,55.74462,89.40633,0,,
33.29393,52.80049,27.07063,55.74462,95.70683,0,,
33.29393,48.33243,32.66206,55.74462,94.24083,0,,
27.22288,42.00363,33.31934,54.70267,80.61083,0,,
15.67703,26.49301,38.81332,36.44633,86.566,2,,
11.81558,18.07091,32.36383,19.91783,41.718,1,,
15.6364,18.94942,31.47733,16.494,34.08167,1,,
15.83106,20.72272,27.90122,26.05667,48.12717,2,,
33.29393,33.70909,22.13746,44.48867,69.15094,0,,
33.29393,48.68659,16.13826,55.74462,97.60806,0,,
21.98767,49.09529,31.71571,55.74462,89.149,0,,
18.48251,40.24694,32.47861,49.4995,81.19083,0,,
16.61929,34.61361,32.96454,42.98783,62.01435,2,,
20.1777,46.08274,29.47868,52.28083,71.93517,0,,
15.58795,38.8535,40.87017,47.55367,86.77467,0,,
14.39469,37.37104,43.9404,52.315,85.90617,0,,
15.3946,34.73218,46.34369,41.49902,77.30039,0,,
10.79316,33.79245,43.66125,29.81649,66.16205,2,,
18.03851,29.20521,32.71041,26.78549,53.21662,2,,
33.29393,40.77875,26.57774,39.9036,67.05514,0,,
33.29393,53.15813,37.57136,55.74462,94.4805,0,,
18.53838,41.53257,34.83565,54.03217,87.48033,0,,
13.72903,35.76206,46.00619,48.47776,81.23706,0,,
,,,,,,,
11.51103,41.97135,37.00008,50.49483,97.85583,0,,
19.05296,41.81245,40.92576,43.6375,78.717,0,,
8.177836,15.43979,47.38538,18.09483,33.2235,1,,
33.29393,31.80227,23.82938,20.463,38.1955,2,,
25.84985,36.68497,40.72073,44.98133,97.69517,0,,
33.29393,35.53944,33.4763,41.852,73.4055,0,,
33.08844,37.19145,32.45997,43.33667,81.326,0,,
21.50714,28.06291,44.50546,50.213,86.33017,0,,
21.48488,31.42241,36.12175,45.94083,77.96283,0,,
30.73881,40.42904,46.1722,55.74462,95.19533,0,,
19.46079,32.57077,51.32282,46.64679,73.24583,0,,
22.06094,31.7678,49.48703,41.54631,70.32,2,,
17.24822,28.70792,45.95343,40.15467,77.88067,2,,
21.25661,34.19081,40.259,44.05867,82.819,0,,
14.36675,25.5371,57.99532,40.332,87.84233,2,,
18.84346,21.09694,59.35075,42.90867,100.0649,2,,
13.02771,23.29618,29.45579,32.93733,45.80283,2,,
30.51904,25.0723,37.5985,30.53583,40.23217,2,,
15.55609,27.08224,44.60029,33.425,53.7215,2,,
26.85239,30.58841,35.82058,43.98883,67.70833,0,,
20.6578,30.97548,47.45928,34.58583,58.58983,2,,
16.71706,28.92825,46.50737,37.285,59.17267,2,,
20.12786,28.58506,51.00828,37.04232,60.42663,2,,
25.29036,25.19194,35.87154,35.57322,42.57814,2,,
15.50972,21.32723,39.36958,24.98851,32.79782,1,,
10.41772,20.01033,45.97796,29.20983,35.39783,1,,
7.630523,22.35906,47.54724,26.86983,41.71817,1,,
24.52129,25.60197,48.53349,33.317,53.5775,2,,
18.99877,24.43193,47.87258,28.80985,51.23069,2,,
20.22734,18.61501,45.81341,16.08083,31.50244,1,,
11.4674,18.63515,44.26479,25.26472,30.95665,1,,
12.66571,18.46306,43.61041,19.31336,33.88959,1,,
17.86809,24.77589,38.53897,32.27778,52.46881,2,,
26.65148,29.78199,38.99481,45.51642,70.75463,0,,
28.2153,31.76651,47.5977,35.1426,65.07687,2,,
15.93624,22.09642,79.98694,34.13924,100.0649,2,,
9.654665,17.35449,64.96598,17.80963,61.06512,1,,
22.15905,23.32774,39.85431,21.39404,35.52244,2,,
33.29393,24.52966,45.20327,27.07559,43.8283,2,,
33.29393,28.81643,43.82399,32.23378,51.87738,2,,
33.29393,26.88604,35.54754,25.25383,48.17633,2,,
33.29393,27.85324,37.08739,29.85867,55.60867,2,,
33.29393,31.60012,31.63167,31.983,59.18417,2,,
23.66191,30.10983,40.38195,34.19683,61.95833,2,,
17.23539,29.36745,55.55129,38.73906,64.66091,2,,
26.1585,28.39864,48.13328,37.35528,65.21971,2,,
33.29393,39.41639,49.08187,39.24083,69.70733,0,,
32.92783,35.50371,77.04882,41.81283,69.35217,0,,
15.20736,32.47204,61.54854,38.60167,62.51767,2,,
27.01911,40.33,56.26057,37.93717,67.11233,0,,
13.70465,39.48315,55.63567,36.90633,63.38683,2,,
17.12339,35.27805,63.31665,46.8945,73.38283,0,,
,,,,,,,
27.34645,32.66573,66.4235,40.42717,58.75833,2,,
28.8221,42.88747,64.04292,38.0735,56.904,0,,
16.8349,44.76295,69.6883,47.245,67.7845,0,,
21.56783,41.74982,71.18881,43.67343,67.74624,0,,
13.44627,25.46783,86.20955,49.8745,100.0649,2,,
18.55147,18.58084,36.97425,14.98133,40.0545,1,,
27.54417,26.01662,38.29371,42.226,68.25167,2,,
9.075622,24.17813,62.54525,38.9885,45.89967,1,,
10.99427,34.59418,51.58704,39.1325,54.83383,2,,
17.8658,34.05918,61.24933,43.71317,59.7785,2,,
10.92575,20.9139,63.87615,31.71817,57.42483,1,,
8.212316,24.7009,54.3803,25.68683,52.262,1,,
16.71226,31.92576,46.79906,30.6655,56.22917,2,,
18.03491,25.56686,47.08146,29.53647,61.0002,2,,
15.21114,21.81123,54.10297,38.47559,96.64898,2,,
7.223879,25.15379,42.10627,40.12978,47.99043,2,,
5.199475,15.70463,44.667,21.013,55.80417,1,,
18.86659,23.03622,35.7287,12.164,25.27017,1,,
23.42012,28.83091,42.88091,19.35317,36.32033,2,,
14.70457,23.33592,46.11432,26.51533,34.0985,1,,
33.29393,37.69737,42.95656,29.78962,43.26868,2,,
33.29393,34.31802,50.65769,26.89611,42.70253,2,,
17.74764,33.27825,58.14606,32.71948,49.58284,2,,
17.57817,29.26797,65.21151,31.82962,46.38149,2,,
11.37573,27.85157,64.51495,23.67587,45.53532,1,,
15.53558,25.20007,64.66374,21.05517,39.776,1,,
15.92795,27.0846,55.53708,24.08233,49.4145,1,,
11.23828,27.34563,54.47365,30.82427,42.29571,1,,
13.80591,23.26108,62.98572,30.11883,35.72533,1,,
13.95998,28.71366,51.59751,29.70667,44.106,2,,
20.70799,29.56365,56.31943,33.796,45.26933,2,,
12.29447,24.98692,54.59514,26.22183,47.66317,1,,
4.483254,19.52972,62.77644,41.48517,100.0649,2,,
16.21252,17.41187,38.07494,12.22283,27.29983,1,,
33.29393,28.43418,28.39499,14.21567,22.97683,2,,
18.44165,29.47377,48.53896,27.27793,42.44514,2,,
12.0169,31.57449,49.18733,24.11576,45.12822,2,,
11.12914,24.03957,56.68698,27.52483,54.8105,1,,
12.64662,24.96086,53.01016,28.97383,44.45501,1,,
16.81172,28.53386,53.15371,24.36283,44.93483,2,,
19.13468,30.92106,66.24728,22.59202,39.60749,1,,
16.91044,26.5242,70.31372,31.02504,43.05295,1,,
22.02179,25.59282,39.77719,20.26329,27.11993,2,,
15.04869,33.42751,43.53828,19.63002,23.04045,1,,
12.09595,30.08532,68.20371,15.452,26.76617,1,,
13.24065,35.52355,55.42397,28.75453,43.46134,2,,
10.93469,34.94204,67.33753,35.00192,69.75849,2,,
15.31246,40.91996,52.23526,34.49761,63.53157,2,,
13.30688,28.20702,40.02984,24.61731,39.75018,2,,
11.91558,19.64825,31.82088,16.14246,30.45314,1,,
7.736145,32.63564,46.10523,27.4885,34.89767,1,,
3.755249,16.68969,52.76277,12.00396,15.2445,1,,
,,,,,,,
33.29393,32.01017,41.48501,15.80549,34.29859,2,,
23.27172,38.50905,48.27908,21.79265,33.325,2,,
7.9583,27.6047,52.31863,21.107,34.00433,1,,
8.144229,23.1332,50.75322,22.04783,36.84783,1,,
10.0238,22.24789,60.2166,26.23361,37.09009,1,,
11.10339,34.10179,44.3337,32.11667,36.85,2,,
8.295679,34.12549,38.17828,33.95933,38.08933,2,,
3.541387,21.77923,53.31766,27.674,32.26433,1,,
2.440214,21.16791,64.07343,20.47617,27.5455,1,,
4.781789,24.43181,65.63671,17.49955,31.99533,1,,
4.009265,20.67926,72.57956,17.68814,28.70633,1,,
8.987502,17.67797,55.92023,13.15488,36.46482,1,,
16.27807,23.39761,47.6784,19.38421,34.99389,1,,
17.70781,27.41553,51.29075,22.29951,37.44634,1,,
9.639622,20.57309,57.77036,19.4828,36.84956,1,,
4.778734,23.57097,62.25085,15.81383,41.57683,1,,
7.684643,28.23796,60.23422,16.16867,44.526,1,,
7.190141,21.19065,64.70194,17.87433,32.81117,1,,
4.062513,18.18531,56.43613,24.6195,26.7335,1,,
9.104428,24.99081,75.92887,16.24982,23.62833,1,,
7.405313,29.121,64.81657,20.45871,29.48483,1,,
6.726627,24.605,70.61566,23.42621,32.62136,1,,
7.728449,24.54398,65.21877,18.57252,31.02587,1,,
7.431849,24.80249,50.45971,19.10639,32.01509,1,,
12.05136,32.01868,57.63719,22.24322,37.80372,1,,
8.035465,23.35168,62.49216,16.38494,26.97491,1,,
18.39791,31.42878,63.77557,19.93248,29.23325,1,,
21.14837,39.86395,54.71857,31.47983,55.8185,2,,
8.757767,26.28647,61.3575,25.40677,39.7755,1,,
12.2741,33.88053,58.47076,25.38073,45.23633,1,,
13.75854,29.09812,65.10072,24.38722,60.91383,1,,
8.770104,28.49887,57.86193,16.76022,26.68317,1,,
10.66606,22.916,66.16237,16.21111,31.598,1,,
6.360442,18.67706,67.47668,12.66947,27.1425,1,,
7.269576,38.38369,42.90149,30.54487,44.25783,2,,
5.277164,33.30385,52.84671,31.84219,42.72083,1,,
